ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
38251,Kupin,74-980,Rybacka,726,
38252,Krzepocinek,52-859,Jabloniowa,11,
38253,Krakulice,85-709,Nadbrzezna,481,28
38254,Barchnowy,48-905,Orzechowa,205,14
38255,Badrzychowice,51-602,Gozdzikow,946,89
38256,Laski,68-607,Gerberowa,678,35
38257,Baranowiec,50-109,Grodzka,235,
38258,Antolka,23-215,Szeroka,20,
38259,Baliki,55-586,Zielone Wzgorze,642,68
38260,Baczyn,80-363,Pancerniakow,783,
38261,Antonia,99-422,Wedrowna,811,
38262,Rogalów,72-334,Biwakowa,299,84
38263,Lamk,57-483,Sportowa,66,49
38264,Grabianka,77-372,Papiernicza,251,
38265,Bajkowizna,67-680,Rzeczna,217,
38266,Grabianów,71-219,Szkolna,648,91
38267,Lubenia,35-408,Szmaragdowa,614,
38268,Rogalice,59-458,Sportowa,710,
38269,Baranowiec,36-879,Promykowa,801,17
38270,Gorzkowice,21-397,Slowianska,621,
38271,Kraków,60-805,Jarzebinowa,458,
38272,Grabianowo,16-267,Jarzebinowa,453,16
38273,Rogalik,97-776,Brzozowa,463,
38274,Barciany,45-893,Bzow,306,59
38275,Balcarzowice,76-316,Mlodosci,740,15
38276,Grabia,78-308,Morska,389,
38277,Bachorce,45-322,Jabloniowa,86,
38278,Rogalik,93-742,Akacjowa,765,
38279,Bagno,84-493,Czeresniowa,751,97
38280,Abisynia,76-582,Bajkowa,383,
38281,Gorzów,36-637,Wisniowa,190,
38282,Barcie,23-908,Przyjazni,197,54
38283,Rogiedle,51-584,Sezamkowa,620,
38284,Annówka,10-918,Pszeniczna,321,
38285,Laskowa,90-889,Zwirowa,770,19
38286,Balewko,14-481,Syrenki,422,
38287,Lubczyna,60-315,Wedrowna,166,97
38288,Landek,51-199,Blawatkow,419,37
38289,Langanki,57-895,Mlynska,81,
38290,Grabarka,12-280,Dobra,996,18
38291,Grabianka,54-530,Dworcowa,464,
38292,Lubiaszów,13-553,Poziomkowa,711,
38293,Bachorze,18-289,Kra�cowa,228,
38294,Barciszewo,69-885,Fiolkow,378,
38295,Leszczyny,89-538,Limbowa,106,
38296,Balcarzowice,15-742,Morska,410,
38297,Badulki,76-119,Teczy,708,
38298,Kranów,91-165,Palmowa,515,14
38299,Baniocha,78-810,Diamentowa,248,
38300,Bachorce,34-278,Magnolii,556,15
38301,Badrzychowice,11-246,Polnocna,517,68
38302,Banaszki,53-762,Strusia,45,
38303,Banica,53-983,Zielone Wzgorze,164,
38304,Kupimierz,45-476,Modrzewiowa,611,
38305,Badulki,60-460,Saperow,314,
38306,Baligród,54-560,Debowa,450,82
38307,Bajdy,49-103,Krotka,889,95
38308,Adamek,71-675,Topolowa,783,93
38309,Rogierówko,60-662,Kra�cowa,27,41
38310,Lubatowa,81-438,Jesionowa,778,41
38311,Antolka,40-126,Podmiejska,198,54
38312,Bagniuki,23-393,Limbowa,297,
38313,Rogalów,13-342,Ptasia,283,91
38314,Leszczyny,68-465,Daleka,979,26
38315,Barcino,42-734,Zarnowiecka,282,40
38316,Las,76-853,Zacisze,58,17
38317,Antoniewo,10-894,Jezynowa,392,
38318,Gorzyczany,97-297,Rzemieslnicza,257,
38319,Antonie,75-543,Rycerska,341,
38320,Lubiana,45-636,Spacerowa,441,91
38321,Adamów,13-537,Slupska,531,70
38322,Bajerze,22-136,Rumiank�w,243,47
38323,Antoniew,70-840,Rozana,582,
38324,Antoniówka,88-931,Spacerowa,481,
38325,Bajerze,50-489,Sezamkowa,284,64
38326,Gorzycko,47-255,Sadowa,68,21
38327,Adaminowo,96-224,Magnolii,574,
38328,Barcice,12-407,Zwirowa,444,
38329,Antoniki,96-703,Polnocna,446,10
38330,Lubiana,85-225,Akacjowa,454,63
38331,Baranów,35-547,Slupska,750,
38332,Krzeptów,74-754,Alabastrowa,210,46
38333,Barchlin,44-643,Orlikow,712,
38334,Leszczyniec,86-906,Slowianska,498,
38335,Laska,54-941,Polnocna,379,65
38336,Antonie,92-984,Daleka,445,69
38337,Krakulice,98-744,Paproci,635,
38338,Gorzupia,97-872,Fiolkow,702,81
38339,Kranek,41-637,Kasztanowa,643,
38340,Rogalki,45-670,Szyprow,295,34
38341,Krzepielów,40-644,Spokojna,419,
38342,Lubian,46-629,Roz,10,
38343,Antonin,97-763,Zbozowa,137,91
38344,Krakulice,81-385,Zlota,528,11
38345,Lubejki,84-892,Wichrowa,81,18
38346,Baranowice,90-423,Rzemieslnicza,99,
38347,Kramnik,33-226,Zorzy,778,
38348,Bajdyty,20-749,Polnocna,801,
38349,Adamowice,77-895,Teczy,129,51
38350,Kranów,77-618,Akacjowa,989,
38351,Rogielkajmy,40-349,Szafirkow,300,63
38352,Lubianków,74-456,Biwakowa,881,55
38353,Kupienino,44-984,Wrzesniowa,795,
38354,Krzepice,51-528,Jeziorna,488,24
38355,Las,23-865,Ulanska,593,81
38356,Krzemykowo,11-470,Krakowska,356,
38357,Bachus,59-617,Strumykowa,445,
38358,Landzmierz,75-212,Zalesie,672,3
38359,achanowo,84-214,Golebia,4,41
38360,Krzepiszyn,33-201,Teczy,93,
38361,Krzemykowo,60-191,Gozdzikow,69,76
38362,Baranów,25-629,Zarnowiecka,88,85
38363,Bajerze,19-714,Wiazowa,441,22
38364,Lubartów,55-439,Cicha,461,
38365,Bagienko,56-202,Nagietkow,555,
38366,Bañki,32-277,Jasminowa,537,5
38367,Baraki,26-994,Sosnowa,519,49
38368,Kupientyn,34-196,Dworcowa,443,67
38369,Bachmatówka,98-733,Zorzy,411,
38370,Bañki,21-486,Poziomkowa,91,
38371,Barciany,41-713,Olchowa,871,
38372,Lubaty,50-212,Wesola,122,72
38373,Kramkówka,67-605,Wesola,722,
38374,Leszczyn,51-885,Zurawia,965,86
38375,Banie,17-715,Wspolna,151,
38376,Balewko,91-705,Tulipanow,888,12
38377,Krakuszowice,89-751,Gerberowa,3,
38378,Kramarzyny,84-505,Spoldzielcza,778,
38379,Adamczycha,78-892,Czeresniowa,99,
38380,Gorzyce,89-299,Klonowa,540,59
38381,Krakulice,96-261,Wesola,162,
38382,Kramarzyny,77-853,Zurawinowa,237,82
38383,Laryszów,31-605,Podmiejska,432,
38384,Baniocha,98-398,Slonecznikow,328,68
38385,Krakowice,45-612,Owsiana,476,65
38386,Lubian,79-977,Podmiejska,476,26
38387,Grabce,10-281,Wiklinowa,445,37
38388,Bagniewo,93-652,Strefowa,25,39
38389,Antonielów,93-566,Wisniowa,339,51
38390,Lubejki,80-513,Papiernicza,646,
38391,Krzepocinek,14-447,Promykowa,189,
38392,Rogaszyce,50-241,Blawatkow,214,
38393,Barcin,51-915,Zwirowa,979,
38394,Lacka,56-763,Klonowa,799,34
38395,Rogi,93-365,Przyjazni,249,
38396,Kupimierz,85-685,Lakowa,283,
38397,Gorzkowiczki,75-170,Szpitalna,208,41
38398,Lubenka,94-970,Kalinowa,905,15
38399,Lubatka,33-816,Ptasia,453,
38400,Adamkowo,48-582,Wakacyjna,545,79
38401,Baranowice,91-174,Spacerowa,762,
38402,Bagnica,68-525,Jeziorna,839,
38403,Bajtkowo,88-766,Szkolna,254,17
38404,Leszkomin,89-195,Morska,441,87
38405,Lasanka,79-804,Grodzka,431,
38406,Abisynia,22-695,Akacjowa,909,
38407,Laskowiec,42-802,Syrenki,0,
38408,Bakaniuk,58-251,Zwyciestwa,990,
38409,Bachorzew,53-169,Wrzesniowa,298,61
38410,Bagna,62-557,Gęsia,261,78
38411,Kupce,32-285,Szkolna,667,
38412,Grabczok,86-358,Slowikow,88,
38413,Lubenka,37-486,Parkowa,91,88
38414,Krajów,15-602,Wesola,2,56
38415,Gorzkowiczki,25-186,Zarnowiecka,928,31
38416,Gorzyce,31-289,Owsiana,835,
38417,Krzepielów,53-977,Kupiecka,828,43
38418,Ladeniska,96-415,Wakacyjna,18,61
38419,Barcino,13-906,Blawatkow,230,41
38420,Adaminowo,35-889,Szkolna,774,
38421,Bajtkowo,71-716,Wedrowna,938,
38422,Kupin,87-992,Syrenki,169,28
38423,Adamierz,23-138,Azaliowa,678,
38424,Kramarka,34-436,Zwirowa,968,37
38425,Bacze,80-254,Olchowa,746,77
38426,Baciuty,94-821,Poziomkowa,530,
38427,Adamczowice,36-621,Hebanowa,363,96
38428,Lamkówko,18-921,Zeglarska,841,
38429,Banie,13-225,Zorzy,474,49
38430,Bajorski,91-903,Krakowska,773,
38431,Bajdy,78-753,Paproci,384,43
38432,Badulki,74-358,Wiatrow,791,60
38433,Bagienice,28-261,Rzemieslnicza,748,65
38434,Laskowo,65-151,Mirtowa,961,
38435,Laliki,30-253,Szyprow,396,
38436,Laryszów,18-829,Slaska,163,17
38437,Lanckorona,27-352,Gęsia,811,59
38438,Barcice,48-955,Bzow,315,
38439,Laskowizna,89-786,Wspolna,223,
38440,Baciuty,64-700,Przyjazni,452,
38441,Adamowice,58-870,Wichrowa,909,25
38442,Baraniec,84-526,Alabastrowa,321,
38443,Bachury,50-321,Kupiecka,725,
38444,Lubianków,83-168,Polna,391,21
38445,Leszczynki,81-859,Stokrotek,490,89
38446,Baczki,69-630,Pocztowa,905,
38447,Baczków,47-526,Wierzbowa,608,
38448,Gorzkowiczki,87-738,Harcerska,300,
38449,Adamów,17-100,Promowa,996,
38450,Baraki,52-844,Wedrowna,12,
38451,Rogalinko,16-659,Gęsia,488,27
38452,Lubawka,77-575,Makow,294,
38453,Laskowa,51-674,Swiatowida,374,32
38454,Lubaszowa,74-720,Szpitalna,366,35
38455,Bagrowo,30-357,Szeroka,589,
38456,Rogieniczki,84-872,Nagietkow,370,7
38457,Lady,43-324,Swierkowa,368,22
38458,Lubiana,10-462,Swiatowida,41,81
38459,Balików,80-217,Opalowa,451,
38460,Banino,33-221,Daleka,953,
38461,Rogawka,11-527,Zurawia,897,
38462,Antonina,85-620,Zalesie,130,30
38463,Godziszów,74-260,Niepodleglosci,499,
38464,Baniocha,23-782,Zurawinowa,514,
38465,Antolin,88-703,Rumiank�w,397,
38466,Bachórz,12-591,Alabastrowa,487,87
38467,Laskowizna,53-555,Bliska,258,97
38468,Banica,97-780,Kra�cowa,114,79
38469,Krakówek,89-829,Kupiecka,240,66
38470,Krzepocin,92-939,Olchowa,332,
38471,Bajkowizna,27-756,Malinowa,255,
38472,Anonin,24-438,Bajkowa,756,
38473,Krzepin,36-397,Magnolii,581,49
38474,Kupinin,36-780,Rzemieslnicza,991,
38475,Ladorudz,29-702,Biwakowa,862,11
38476,Baranica,61-430,Szpitalna,416,
38477,Adamek,23-108,Rzeczna,259,81
38478,Lubejki,65-862,Jagodowa,589,
38479,Antomieszki,52-340,Kra�cowa,355,
38480,Baliki,92-730,Klonowa,488,
38481,Kupiatycze,35-562,Boczna,685,0
38482,Bañkowszczyzna,34-486,Wedrowna,212,91
38483,Lafajetowo,62-794,Rubinowa,484,95
38484,Antoniewice,39-987,Owsiana,731,
38485,Leszczynka,75-282,Limbowa,823,
38486,Bajtkowo,58-816,Koronkowa,736,
38487,Gorzów,37-930,Zytnia,777,
38488,Abramów,39-253,Szpitalna,316,
38489,Baniewice,29-382,Wiatrow,618,21
38490,Kupno,79-687,Makow,705,
38491,Bachorzew,74-849,Wedrowna,635,
38492,Baczyna,76-614,Sadowa,686,40
38493,Bagienko,88-768,Sanatoryjna,852,
38494,Balbinów,49-656,Cisowa,785,80
38495,Baranowice,15-565,Szkutnicza,496,66
38496,Lubenia,60-825,Panoramiczna,481,
38497,Adaminowo,33-154,Sanatoryjna,19,
38498,Adampol,48-371,Rybacka,399,
38499,Lubatówka,96-535,Slowikow,884,
38500,Barchlin,21-921,Bliska,564,70
38501,Rogienice,82-841,Tulipanow,934,
38502,Adamowa,86-645,Jabloniowa,337,96
38503,Gorzycko,66-923,Orlikow,370,
38504,Kupinin,94-561,Slowikow,324,6
38505,Adampol,46-697,Wodnika,747,33
38506,Lanckorona,25-724,Rzeczna,742,
38507,Bañska,49-231,Tulipanow,519,62
38508,Krakówek,40-869,Koronkowa,780,38
38509,Antonie,82-767,Szafirkow,321,82
38510,Antomieszki,97-123,Papiernicza,211,70
38511,Antoniewko,66-144,Zurawia,595,63
38512,Krapkowice,89-722,Przyjazni,584,
38513,Barbarka,75-178,Sezamkowa,128,
38514,Abramowice,34-935,Prosta,748,35
38515,Kupnina,32-367,Zlotych Klosow,718,
38516,Rogalki,72-235,Sezamkowa,165,48
38517,Rogalinko,11-180,Malinowa,962,15
38518,Rogi,68-639,Torfowa,738,
38519,Krzesimowo,44-622,Jarzebinowa,228,28
38520,Gorzupia,48-473,Harcerska,585,
38521,Krakówek,13-726,Orlikow,225,
38522,Balcarzowice,16-219,Plowce,65,87
38523,Adamczycha,76-773,Cedrowa,439,65
38524,Antoninów,28-581,Harcerska,52,12
38525,Balików,14-711,Zyzna,16,49
38526,Kupin,83-579,Spacerowa,401,47
38527,Bacze,93-120,Sezamkowa,723,
38528,Grabianów,60-549,Ptasia,484,59
38529,Abisynia,91-529,Gozdzikow,109,54
38530,Lasaki,37-399,Szpitalna,589,
38531,Baranica,83-218,Nagietkow,209,28
38532,Lady,86-712,Debowa,804,37
38533,Gorzuchy,10-128,Pancerniakow,208,
38534,Balbinów,65-422,Topolowa,236,
38535,Annówka,20-905,Topolowa,880,35
38536,Baniewice,84-353,Wisniowa,192,42
38537,Leszkomin,81-819,Mlodosci,916,
38538,Baranki,20-773,Wypoczynkowa,577,35
38539,Baligród,64-828,Solecka,257,
38540,Annówka,46-887,Opalowa,842,86
38541,Kramkówka,12-413,Azaliowa,786,13
38542,Barankowo,26-345,Spokojna,743,
38543,Barchlin,38-937,Gwiezdna,523,5
38544,Kranek,61-146,Blawatkow,933,24
38545,Krzepocin,63-847,Niepodleglosci,419,
38546,Baranów,44-143,Szpitalna,747,87
38547,Bachorza,42-333,Projektantow,149,24
38548,Leszczynki,29-998,Zielone Wzgorze,921,
38549,Rogazy,93-639,Ziemowita,756,96
38550,Bachmackie,82-970,Spokojna,84,
38551,Lubiaszów,15-492,Tychowska,302,57
38552,Gorzycko,78-991,Bursztynowa,233,
38553,Antoniówka,80-508,Kalinowa,522,54
38554,Laskowice,99-689,Widokowa,971,
38555,Lubczyno,50-296,Niepodleglosci,219,1
38556,Bagnica,78-848,Ziemowita,515,
38557,Bachów,72-332,Azaliowa,590,67
38558,Baranowo,82-501,Bzow,742,
38559,Bagienki,75-465,Owsiana,404,97
38560,Kupimierz,71-385,Leszczynowa,164,
38561,Adamki,52-676,Debowa,477,44
38562,Adamin,27-862,Wiklinowa,975,
38563,Adamek,60-165,Golebia,804,94
38564,Antonia,93-779,Mahoniowa,132,
38565,Annówka,14-540,Hebanowa,338,
38566,Kraplewo,32-503,Wedrowna,975,36
38567,Rogity,10-525,Zurawia,487,0
38568,Lubawka,63-455,Letnia,624,
38569,Bagrowo,59-737,Tulipanow,272,
38570,Bagniuki,71-487,Teczy,657,
38571,Lubiaszów,39-235,Szmaragdowa,683,
38572,Baraniec,73-857,Rzepakowa,985,
38573,Lubejki,78-211,Zacisze,465,11
38574,Baranówka,11-147,Brzozowa,476,
38575,Balewko,61-988,Szkolna,542,18
38576,Baniocha,85-891,Zakole,123,37
38577,Leszczyny,79-923,Blawatkow,687,48
38578,Baldram,17-283,Ziemowita,577,
38579,Laskowizna,73-558,Zwirowa,214,
38580,Bachorzyn,32-525,Ulanska,767,48
38581,Baranów,36-151,Niepodleglosci,548,17
38582,Las,31-234,Stokrotek,611,52
38583,Lalin,94-270,Rubinowa,247,
38584,Antonia,82-360,Strumykowa,515,37
38585,Kramarzówka,46-639,Rubinowa,992,
38586,Adaminowo,54-737,Zwyciestwa,265,
38587,Badrzychowice,95-525,Irysow,211,
38588,Gorzyca,27-800,Widokowa,556,24
38589,Barchlin,24-847,Promowa,302,
38590,Kupno,63-498,Rzeczna,715,96
38591,Bachowice,18-916,Deszczowa,2,
38592,Anonin,23-207,Lesna,520,
38593,Rogieniczki,66-674,Brzozowa,607,45
38594,Barcino,55-531,Jodlowa,767,
38595,Kupce,67-188,Polnocna,548,18
38596,Kupno,41-132,Akacjowa,90,26
38597,Bagna,10-420,Zefirowa,968,81
38598,Godziszka,18-215,Krakowska,59,51
38599,Krzepin,35-683,Olchowa,341,
38600,Antonielów,49-564,Pancerniakow,927,84
38601,Rogalin,95-469,Krotka,74,
38602,Baldwinowice,42-662,Spoldzielcza,803,
38603,Lubejki,81-304,Strusia,561,
38604,Balcarzowice,81-152,Bursztynowa,23,
38605,Kranów,53-335,Zbozowa,981,15
38606,Bachmatówka,53-995,Szpitalna,433,95
38607,Bachlawa,84-314,Grodzka,580,31
38608,Leszkiemie,49-323,Magnolii,599,68
38609,Krzemykowo,75-232,Sliwkowa,214,91
38610,Laskowiec,26-248,Brzoskwiniowa,622,58
38611,Baranówko,21-913,Zorzy,993,
38612,Lalin,70-368,Stokrotek,125,
38613,Kupiatycze,84-388,Papiernicza,756,5
38614,Gorzupia,44-569,Zwirowa,706,9
38615,Bagny,16-546,Zielona,488,16
38616,Rogatka,61-660,Kasztanowa,115,
38617,Lubaty,76-755,Szmaragdowa,541,14
38618,Grabczok,37-132,Czeremchowa,541,
38619,Krakuszowice,81-815,Spoldzielcza,385,
38620,Krakulice,88-797,Rzepakowa,831,99
38621,Kramarzewo,84-725,Cicha,467,48
38622,Grabianowo,83-400,Szpitalna,582,
38623,Adamów,30-156,Sportowa,16,
38624,Bañska,51-651,Debowa,465,29
38625,Baniewice,20-970,Szyprow,823,34
38626,Lubcza,25-826,Widokowa,19,45
38627,Lubatka,99-409,Tradycji,190,10
38628,Baranówek,26-608,Przyjazni,258,77
38629,Lubianek,91-811,Wspolna,21,
38630,Adamówka,96-636,Cicha,744,77
38631,Antonia,35-937,Wisniowa,459,
38632,Gorzupia,78-104,Mlodosci,702,55
38633,Bagrowo,58-375,Zurawinowa,597,
38634,Lubianka,99-265,Widokowa,541,
38635,Baranów,28-781,Alabastrowa,595,
38636,Bajerze,37-782,Sadowa,331,
38637,Lubaszcz,52-660,Zalesie,681,39
38638,Bania,49-643,Sliwkowa,174,
38639,Kramsk,44-563,Limbowa,165,52
38640,Antonowo,33-899,Zgoda,100,66
38641,Lubcza,56-961,Zefirowa,473,75
38642,Leszczyn,55-751,Azaliowa,388,
38643,Lubczyno,72-215,Owsiana,72,
38644,Krapkowice,35-204,Plowce,31,71
38645,Bandrów,75-310,Gerberowa,704,59
38646,Banino,25-920,Bursztynowa,238,62
38647,Gorzuchów,45-768,Irysow,684,
38648,Adamin,49-497,Cisowa,577,70
38649,Antoniki,57-698,Zurawia,110,27
38650,Baraki,81-445,Macierzy,695,
38651,Lanckorona,10-368,Nasturcji,285,
38652,Laseczno,70-899,Brzozowa,577,
38653,Adamów,40-896,Boczna,702,
38654,Bachorzew,45-190,Pogodna,759,
38655,Grabianów,91-802,Paproci,385,61
38656,Baran,46-622,Tulipanow,920,30
38657,Laseczno,47-342,Syrenki,857,8
38658,Rogalice,19-111,Zeglarska,878,
38659,Lubaty,81-585,Lakowa,981,
38660,Bajdy,57-743,Wakacyjna,250,64
38661,Kupin,75-953,Daleka,977,81
38662,Bale,40-631,Sosnowa,705,95
38663,Barchaczów,55-142,Wedrowna,999,38
38664,Kupientyn,44-840,Rycerska,798,9
38665,Barcie,27-305,Parkowa,211,42
38666,Banica,73-964,Liliowa,209,
38667,Kramkówka,55-168,Promykowa,76,
38668,Laryszów,98-606,Torfowa,16,10
38669,Kupnina,89-385,Polna,627,66
38670,Kuplisk,31-644,Niezapominajek,372,
38671,Bakaniuk,76-119,Jagodowa,34,89
38672,Lubecko,25-458,Grodzka,210,32
38673,Lubcza,32-200,Daleka,755,74
38674,Lubian,10-552,Harcerska,584,
38675,Baldram,22-243,Zurawinowa,879,32
38676,Lubaty,49-152,Jabloniowa,857,
38677,Baranowiec,90-922,Gajowa,848,8
38678,Bachotek,31-323,Polna,79,
38679,Krakulice,28-936,Slupska,846,90
38680,Grabarka,56-464,Panoramiczna,251,
38681,Bania,47-888,Wiatrow,665,49
38682,Adamówka,58-640,Projektantow,691,16
38683,Adamkowo,21-807,Zgoda,546,
38684,Lubcz,98-462,Sezamkowa,374,94
38685,Adamczycha,76-598,Modrzewiowa,414,8
38686,Barchnowy,39-843,Solecka,746,10
38687,Grabanów,37-338,Wodnika,311,4
38688,Baraniec,46-609,Koronkowa,975,70
38689,Leszczynki,67-177,Szpitalna,931,79
38690,Baranówko,75-388,Magnolii,453,61
38691,Lalin,42-775,Zbozowa,861,9
38692,Lubaszcz,81-869,Zgoda,546,52
38693,Baranowo,68-961,Orlikow,88,46
38694,Barchaczów,70-683,Jodlowa,16,69
38695,Barcie,32-490,Parkowa,93,26
38696,Kranek,80-771,Limbowa,622,18
38697,Ladorudz,31-420,Polna,356,
38698,Leszczyniec,90-722,Jasna,473,22
38699,Lubecko,11-222,Krakowska,709,39
38700,Kramarzówka,97-615,Bliska,907,
38701,Adamierz,30-179,Leszczynowa,942,35
38702,Bachorzewo,35-565,Szafranowa,274,
38703,Leszczyniec,68-881,Morska,477,72
38704,Rogalów,80-428,Kwiatowa,954,8
38705,Baranki,11-873,Polna,459,49
38706,Achrymowce,58-892,Pancerniakow,783,44
38707,Banie,95-721,Zeglarska,687,21
38708,Lubianka,28-393,Tatarakow,203,63
38709,Krakowiany,42-248,Polnocna,287,0
38710,Leszkomin,88-815,Strefowa,847,
38711,Landek,25-111,Magnolii,664,28
38712,Bachmatówka,65-760,Rumiank�w,911,
38713,Antoninek,18-981,Macierzy,732,
38714,Bagna,56-218,Zwirowa,608,
38715,Lubawa,36-908,Wierzbowa,948,
38716,Grabczok,40-372,Szeroka,687,
38717,Rogieniczki,21-415,Stoczniowcow,78,9
38718,Gorzuchów,30-764,Skowronkow,463,
38719,Kraplewo,80-226,Daktylowa,473,
38720,Gorzyczany,14-539,Smiala ,409,
38721,Barak,11-195,Orlikow,615,36
38722,Adamkowo,42-787,Zurawia,16,44
38723,Bajdy,43-602,Prosta,402,40
38724,Laskowizna,25-906,Wichrowa,396,72
38725,Bagienko,66-809,Szkutnicza,109,97
38726,Laskowiec,96-573,Zytnia,667,
38727,Banaszki,82-435,Zwyciestwa,420,
38728,Bachórz,34-938,Swierkowa,40,
38729,Adamek,60-626,Jachtowa,935,
38730,Grabarze,43-563,Glogowa,783,
38731,Laskowiec,80-744,Daktylowa,532,47
38732,Baczki,49-810,Polnocna,687,68
38733,Rogaszyce,56-682,Strefowa,789,72
38734,Lamkowo,28-652,Slupska,326,
38735,Bandysie,96-531,Irysow,407,
38736,Bachórzec,41-206,Pogodna,677,88
38737,Lubartów,76-601,Zurawinowa,131,
38738,Abramy,50-694,Rozana,905,
38739,Lasaki,97-240,Diamentowa,465,
38740,Bachorzew,77-203,Roz,494,
38741,Lubianek,74-209,Smiala ,501,54
38742,Lasaki,65-820,Zgoda,810,60
38743,Rogierówko,96-586,Limbowa,761,
38744,Kupimierz,12-243,Limbowa,178,79
38745,Baranów,91-858,Jarzebinowa,56,37
38746,Rogielkajmy,26-270,Ulanska,574,
38747,Gorzów,99-244,Przepiorek,710,
38748,Barcza,71-804,Papiernicza,866,50
38749,Baranowiec,60-882,Plowce,559,71
38750,Antolka,88-725,Zbozowa,505,90
38751,Kupno,30-140,Projektantow,187,6
38752,Lubcza,97-312,Slaska,381,
38753,Antomieszki,43-526,Kupiecka,410,
38754,Lubianków,44-604,Roz,96,98
38755,Gorzupia,96-678,Azaliowa,87,
38756,Lalin,82-547,Zefirowa,738,11
38757,Bagno,94-996,Spoldzielcza,314,51
38758,Ladorudzek,80-773,Gozdzikow,381,
38759,Gorzyczki,89-583,Slonecznikow,957,
38760,Leszkomin,69-476,Rozana,713,10
38761,Badów,69-349,Cicha,651,66
38762,Krzepielów,15-430,Macierzy,389,86
38763,Antoninek,84-282,Zwyciestwa,621,
38764,Barcinek,40-727,Nadbrzezna,877,96
38765,Balcerów,80-665,Leszczynowa,948,
38766,Rogalino,36-874,Szyprow,772,
38767,Antonielów,29-329,Solecka,873,1
38768,Baranowice,79-537,Szkutnicza,580,5
38769,Leszkowy,55-817,Zarnowiecka,483,38
38770,Balinka,75-177,Pogodna,233,3
38771,Kranów,24-786,Parkowa,635,
38772,Lamk,23-625,Polnocna,48,
38773,Luberadz,97-417,Szkolna,38,
38774,Bania,73-743,Wakacyjna,374,22
38775,Grabanów,65-334,Truskawkowa,385,92
38776,Bagieniec,59-989,Brzozowa,479,
38777,Baliki,56-830,Zwyciestwa,897,73
38778,Rogalów,93-232,Poziomkowa,154,
38779,Barcikowo,16-153,Niezapominajek,184,41
38780,Lubianków,65-427,Zakole,378,
38781,Badów,53-779,Koronkowa,942,61
38782,Krajów,58-726,Malownicza,171,
38783,Barciszewo,61-158,Cisowa,661,
38784,Antonia,33-867,Solecka,946,32
38785,Bagniuki,19-164,Projektantow,377,
38786,Laskowo,86-814,Pigwowa,185,
38787,Antoninek,75-967,Poziomkowa,858,69
38788,Lasek,54-289,Rozana,267,73
38789,Leszkowy,54-516,Kasztanowa,777,6
38790,Lubawka,19-187,Jesionowa,754,
38791,Krzemykowo,42-226,Daktylowa,426,
38792,Lubianki,20-655,Niepodleglosci,145,
38793,Rogazy,57-884,Syrenki,403,92
38794,Krzepocin,52-919,Zbozowa,405,
38795,Adamów,90-625,Hebanowa,417,
38796,Lubatówka,64-966,Niepodleglosci,190,
38797,Balcerów,52-553,Sliwkowa,0,56
38798,Barbarówka,19-290,Dobra,825,
38799,Barcinek,57-728,Hebanowa,121,55
38800,Godziszewo,58-896,Rzeczna,846,
38801,Bania,81-903,Rzepakowa,266,91
38802,Adamczowice,72-307,Modrzewiowa,303,57
38803,Krzepiszyn,88-367,Szmaragdowa,649,91
38804,Abramów,37-937,Pszeniczna,719,24
38805,Rogienice,13-228,Podmiejska,475,
38806,Adamowo,23-406,Polnocna,108,22
38807,Kramarka,80-539,Deszczowa,394,
38808,Kramsk,51-944,Zytnia,640,
38809,Bachorza,93-832,Kupiecka,116,28
38810,Kraplewo,89-883,Zalesie,484,
38811,Rogalino,98-787,Kalinowa,715,34
38812,Kup,32-804,Sarzynska,847,
38813,Antolin,20-728,Mirtowa,153,93
38814,Kupientyn,33-495,Zalesie,699,
38815,Badulki,57-842,Jagodowa,606,93
38816,Bagrowo,79-510,Zielona,892,54
38817,Adaminowo,38-803,Zlotych Klosow,364,64
38818,Lubaty,13-357,Polnocna,920,
38819,Antonów,16-761,Jachtowa,944,
38820,Godziszowa,47-778,Cisowa,350,
38821,Bachorzyn,78-250,Jasna,581,
38822,Lubartów,10-257,Tkacka,5,
38823,Laskowa,78-186,Kupiecka,805,1
38824,Abramy,29-330,Morska,742,
38825,Kramkowo,42-511,Sarzynska,215,
38826,Baraniec,30-250,Syrenki,428,8
38827,Balcarzowice,28-987,Spacerowa,44,
38828,Balbinów,75-487,Torfowa,795,
38829,Kup,78-960,Skowronkow,928,
38830,Barbarka,19-765,Sportowa,251,43
38831,Laski,50-851,Kra�cowa,600,71
38832,Balewko,62-394,Owsiana,53,46
38833,Lubasz,76-987,Lakowa,360,51
38834,Grabianów,37-789,Niezapominajek,448,
38835,Banaszki,77-625,Olchowa,874,
38836,Lubenia,97-911,Kra�cowa,28,
38837,Grabianów,63-769,Gwiezdna,142,91
38838,Baczków,36-387,Brzozowa,806,29
38839,Bañska,35-151,Kupiecka,997,91
38840,Balbinów,38-739,Stoczniowcow,483,53
38841,Bachmackie,41-217,Zwirowa,121,60
38842,Balczewo,11-914,Sadowa,450,
38843,Antonia,42-749,Jezynowa,955,
38844,Laskowiec,16-106,Nagietkow,540,
38845,Krzepin,49-180,Wrzesniowa,660,28
38846,Baranowiec,95-590,Macierzy,531,
38847,Grabianów,86-421,Stokrotek,570,93
